month,product_id,product_name,category,demand,revenue,number_of_orders,lag_1,lag_2,lag_3,rolling_mean_3,month_number
2024-04-01,P1047,Protein Bar Pack,Grocery,84,80921.9,31,89.0,99.0,105.0,97.66666666666667,4
2024-05-01,P1047,Protein Bar Pack,Grocery,117,112741.96,38,84.0,89.0,99.0,90.66666666666667,5
2024-06-01,P1047,Protein Bar Pack,Grocery,130,124683.2,36,117.0,84.0,89.0,96.66666666666667,6
2024-07-01,P1047,Protein Bar Pack,Grocery,94,91289.72,34,130.0,117.0,84.0,110.33333333333333,7
2024-08-01,P1047,Protein Bar Pack,Grocery,139,136092.75,37,94.0,130.0,117.0,113.66666666666667,8
2024-09-01,P1047,Protein Bar Pack,Grocery,86,83064.81,34,139.0,94.0,130.0,121.0,9
2024-10-01,P1047,Protein Bar Pack,Grocery,114,110413.46,37,86.0,139.0,94.0,106.33333333333333,10
2024-11-01,P1047,Protein Bar Pack,Grocery,108,103636.56,37,114.0,86.0,139.0,113.0,11
2024-12-01,P1047,Protein Bar Pack,Grocery,123,118027.59,38,108.0,114.0,86.0,102.66666666666667,12
2025-01-01,P1047,Protein Bar Pack,Grocery,107,103386.32,40,123.0,108.0,114.0,115.0,1
2025-02-01,P1047,Protein Bar Pack,Grocery,95,91028.97,32,107.0,123.0,108.0,112.66666666666667,2
2025-03-01,P1047,Protein Bar Pack,Grocery,92,90151.35,36,95.0,107.0,123.0,108.33333333333333,3
2025-04-01,P1047,Protein Bar Pack,Grocery,82,79155.86,32,92.0,95.0,107.0,98.0,4
2025-05-01,P1047,Protein Bar Pack,Grocery,98,94451.81,36,82.0,92.0,95.0,89.66666666666667,5
2025-06-01,P1047,Protein Bar Pack,Grocery,116,111986.24,38,98.0,82.0,92.0,90.66666666666667,6
2025-07-01,P1047,Protein Bar Pack,Grocery,117,113401.07,37,116.0,98.0,82.0,98.66666666666667,7
2025-08-01,P1047,Protein Bar Pack,Grocery,92,89508.88,33,117.0,116.0,98.0,110.33333333333333,8
2025-09-01,P1047,Protein Bar Pack,Grocery,97,93242.58,35,92.0,117.0,116.0,108.33333333333333,9
2024-01-01,P1048,Peanut Butter,Grocery,135,622601.03,35,123.0,141.0,149.0,137.66666666666666,1
2024-02-01,P1048,Peanut Butter,Grocery,130,600287.99,37,135.0,123.0,141.0,133.0,2
2024-03-01,P1048,Peanut Butter,Grocery,150,706594.49,42,130.0,135.0,123.0,129.33333333333334,3
2024-04-01,P1048,Peanut Butter,Grocery,150,695184.53,40,150.0,130.0,135.0,138.33333333333334,4
2024-05-01,P1048,Peanut Butter,Grocery,132,609149.19,37,150.0,150.0,130.0,143.33333333333334,5
2024-06-01,P1048,Peanut Butter,Grocery,141,647247.85,43,132.0,150.0,150.0,144.0,6
2024-07-01,P1048,Peanut Butter,Grocery,132,613138.84,40,141.0,132.0,150.0,141.0,7
2024-08-01,P1048,Peanut Butter,Grocery,174,806573.53,38,132.0,141.0,132.0,135.0,8
2024-09-01,P1048,Peanut Butter,Grocery,150,702860.24,38,174.0,132.0,141.0,149.0,9
2024-10-01,P1048,Peanut Butter,Grocery,157,725777.63,42,150.0,174.0,132.0,152.0,10
2024-11-01,P1048,Peanut Butter,Grocery,137,635829.46,36,157.0,150.0,174.0,160.33333333333334,11
2024-12-01,P1048,Peanut Butter,Grocery,152,710214.98,40,137.0,157.0,150.0,148.0,12
2025-01-01,P1048,Peanut Butter,Grocery,141,659628.73,40,152.0,137.0,157.0,148.66666666666666,1
2025-02-01,P1048,Peanut Butter,Grocery,147,690708.57,40,141.0,152.0,137.0,143.33333333333334,2
2025-03-01,P1048,Peanut Butter,Grocery,140,656102.35,45,147.0,141.0,152.0,146.66666666666666,3
2025-04-01,P1048,Peanut Butter,Grocery,131,608697.3,35,140.0,147.0,141.0,142.66666666666666,4
2025-05-01,P1048,Peanut Butter,Grocery,122,570655.1,37,131.0,140.0,147.0,139.33333333333334,5
2025-06-01,P1048,Peanut Butter,Grocery,147,685136.37,38,122.0,131.0,140.0,131.0,6
2025-07-01,P1048,Peanut Butter,Grocery,148,690088.96,44,147.0,122.0,131.0,133.33333333333334,7
2025-08-01,P1048,Peanut Butter,Grocery,189,877649.12,46,148.0,147.0,122.0,139.0,8
2025-09-01,P1048,Peanut Butter,Grocery,168,781659.29,40,189.0,148.0,147.0,161.33333333333334,9
2024-01-01,P1049,Oats Pack,Grocery,235,1105781.7,40,228.0,209.0,230.0,222.33333333333334,1
2024-02-01,P1049,Oats Pack,Grocery,218,1022628.13,44,235.0,228.0,209.0,224.0,2
2024-03-01,P1049,Oats Pack,Grocery,223,1040818.68,48,218.0,235.0,228.0,227.0,3
2024-04-01,P1049,Oats Pack,Grocery,212,1007468.33,40,223.0,218.0,235.0,225.33333333333334,4
2024-05-01,P1049,Oats Pack,Grocery,248,1158650.88,45,212.0,223.0,218.0,217.66666666666666,5
2024-06-01,P1049,Oats Pack,Grocery,224,1054033.23,49,248.0,212.0,223.0,227.66666666666666,6
2024-07-01,P1049,Oats Pack,Grocery,257,1200967.61,46,224.0,248.0,212.0,228.0,7
2024-08-01,P1049,Oats Pack,Grocery,284,1342609.48,48,257.0,224.0,248.0,243.0,8
2024-09-01,P1049,Oats Pack,Grocery,224,1054869.74,43,284.0,257.0,224.0,255.0,9
2024-10-01,P1049,Oats Pack,Grocery,259,1222037.14,39,224.0,284.0,257.0,255.0,10
2024-11-01,P1049,Oats Pack,Grocery,272,1289485.71,48,259.0,224.0,284.0,255.66666666666666,11
2024-12-01,P1049,Oats Pack,Grocery,281,1316558.25,44,272.0,259.0,224.0,251.66666666666666,12
2025-01-01,P1049,Oats Pack,Grocery,293,1369535.86,54,281.0,272.0,259.0,270.6666666666667,1
2025-02-01,P1049,Oats Pack,Grocery,220,1037181.59,38,293.0,281.0,272.0,282.0,2
2025-03-01,P1049,Oats Pack,Grocery,276,1292122.76,44,220.0,293.0,281.0,264.6666666666667,3
2025-04-01,P1049,Oats Pack,Grocery,266,1249631.46,43,276.0,220.0,293.0,263.0,4
2025-05-01,P1049,Oats Pack,Grocery,257,1212335.27,47,266.0,276.0,220.0,254.0,5
2025-06-01,P1049,Oats Pack,Grocery,319,1506385.91,45,257.0,266.0,276.0,266.3333333333333,6
2025-07-01,P1049,Oats Pack,Grocery,320,1500973.71,51,319.0,257.0,266.0,280.6666666666667,7
2025-08-01,P1049,Oats Pack,Grocery,324,1533018.71,48,320.0,319.0,257.0,298.6666666666667,8
2025-09-01,P1049,Oats Pack,Grocery,370,1738214.74,44,324.0,320.0,319.0,321.0,9
2024-01-01,P1050,Yoga Mat,Sports & Fitness,85,381228.09,33,100.0,110.0,98.0,102.66666666666667,1
2024-02-01,P1050,Yoga Mat,Sports & Fitness,58,264893.11,26,85.0,100.0,110.0,98.33333333333333,2
2024-03-01,P1050,Yoga Mat,Sports & Fitness,82,370129.85,35,58.0,85.0,100.0,81.0,3
2024-04-01,P1050,Yoga Mat,Sports & Fitness,91,409033.18,30,82.0,58.0,85.0,75.0,4
2024-05-01,P1050,Yoga Mat,Sports & Fitness,105,470177.06,31,91.0,82.0,58.0,77.0,5
2024-06-01,P1050,Yoga Mat,Sports & Fitness,111,504622.77,32,105.0,91.0,82.0,92.66666666666667,6
2024-07-01,P1050,Yoga Mat,Sports & Fitness,97,433775.76,30,111.0,105.0,91.0,102.33333333333333,7
2024-08-01,P1050,Yoga Mat,Sports & Fitness,90,403446.07,32,97.0,111.0,105.0,104.33333333333333,8
2024-09-01,P1050,Yoga Mat,Sports & Fitness,79,357830.66000000003,29,90.0,97.0,111.0,99.33333333333333,9
2024-10-01,P1050,Yoga Mat,Sports & Fitness,85,381471.34,30,79.0,90.0,97.0,88.66666666666667,10
2024-11-01,P1050,Yoga Mat,Sports & Fitness,88,396505.36,31,85.0,79.0,90.0,84.66666666666667,11
2024-12-01,P1050,Yoga Mat,Sports & Fitness,99,450016.06,30,88.0,85.0,79.0,84.0,12
2025-01-01,P1050,Yoga Mat,Sports & Fitness,106,475614.12,32,99.0,88.0,85.0,90.66666666666667,1
2025-02-01,P1050,Yoga Mat,Sports & Fitness,106,476295.43,36,106.0,99.0,88.0,97.66666666666667,2
2025-03-01,P1050,Yoga Mat,Sports & Fitness,84,381226.67,31,106.0,106.0,99.0,103.66666666666667,3
2025-04-01,P1050,Yoga Mat,Sports & Fitness,79,355504.93,29,84.0,106.0,106.0,98.66666666666667,4
2025-05-01,P1050,Yoga Mat,Sports & Fitness,110,497715.97,33,79.0,84.0,106.0,89.66666666666667,5
2025-06-01,P1050,Yoga Mat,Sports & Fitness,95,430392.56,31,110.0,79.0,84.0,91.0,6
2025-07-01,P1050,Yoga Mat,Sports & Fitness,79,355040.04,30,95.0,110.0,79.0,94.66666666666667,7
2025-08-01,P1050,Yoga Mat,Sports & Fitness,108,483425.67,34,79.0,95.0,110.0,94.66666666666667,8
2025-09-01,P1050,Yoga Mat,Sports & Fitness,107,483908.47,37,108.0,79.0,95.0,94.0,9
2024-01-01,P1051,Dumbbell Set,Sports & Fitness,265,502106.69,45,219.0,233.0,300.0,250.66666666666666,1
2024-02-01,P1051,Dumbbell Set,Sports & Fitness,241,455911.83,42,265.0,219.0,233.0,239.0,2
2024-03-01,P1051,Dumbbell Set,Sports & Fitness,350,656997.49,48,241.0,265.0,219.0,241.66666666666666,3
2024-04-01,P1051,Dumbbell Set,Sports & Fitness,371,700848.51,44,350.0,241.0,265.0,285.3333333333333,4
2024-05-01,P1051,Dumbbell Set,Sports & Fitness,336,631042.87,44,371.0,350.0,241.0,320.6666666666667,5
2024-06-01,P1051,Dumbbell Set,Sports & Fitness,354,665811.25,42,336.0,371.0,350.0,352.3333333333333,6
2024-07-01,P1051,Dumbbell Set,Sports & Fitness,387,722703.3,48,354.0,336.0,371.0,353.6666666666667,7
2024-08-01,P1051,Dumbbell Set,Sports & Fitness,371,692710.94,48,387.0,354.0,336.0,359.0,8
2024-09-01,P1051,Dumbbell Set,Sports & Fitness,245,463311.23,48,371.0,387.0,354.0,370.6666666666667,9
2024-10-01,P1051,Dumbbell Set,Sports & Fitness,273,518533.13,44,245.0,371.0,387.0,334.3333333333333,10
2024-11-01,P1051,Dumbbell Set,Sports & Fitness,194,364584.5,36,273.0,245.0,371.0,296.3333333333333,11
2024-12-01,P1051,Dumbbell Set,Sports & Fitness,261,487772.98,42,194.0,273.0,245.0,237.33333333333334,12
2025-01-01,P1051,Dumbbell Set,Sports & Fitness,261,488555.72,44,261.0,194.0,273.0,242.66666666666666,1
2025-02-01,P1051,Dumbbell Set,Sports & Fitness,220,419165.48,42,261.0,261.0,194.0,238.66666666666666,2
2025-03-01,P1051,Dumbbell Set,Sports & Fitness,320,604109.5,46,220.0,261.0,261.0,247.33333333333334,3
2025-04-01,P1051,Dumbbell Set,Sports & Fitness,364,685884.95,45,320.0,220.0,261.0,267.0,4
2025-05-01,P1051,Dumbbell Set,Sports & Fitness,388,731994.35,50,364.0,320.0,220.0,301.3333333333333,5
2025-06-01,P1051,Dumbbell Set,Sports & Fitness,350,661385.87,53,388.0,364.0,320.0,357.3333333333333,6
2025-07-01,P1051,Dumbbell Set,Sports & Fitness,337,639704.46,47,350.0,388.0,364.0,367.3333333333333,7
2025-08-01,P1051,Dumbbell Set,Sports & Fitness,394,744514.17,44,337.0,350.0,388.0,358.3333333333333,8
2025-09-01,P1051,Dumbbell Set,Sports & Fitness,308,586775.11,40,394.0,337.0,350.0,360.3333333333333,9
2024-01-01,P1052,Resistance Bands,Sports & Fitness,161,28240.27,37,170.0,168.0,179.0,172.33333333333334,1
2024-02-01,P1052,Resistance Bands,Sports & Fitness,139,24483.48,39,161.0,170.0,168.0,166.33333333333334,2
2024-03-01,P1052,Resistance Bands,Sports & Fitness,156,27140.61,39,139.0,161.0,170.0,156.66666666666666,3
2024-04-01,P1052,Resistance Bands,Sports & Fitness,116,20482.75,36,156.0,139.0,161.0,152.0,4
2024-05-01,P1052,Resistance Bands,Sports & Fitness,129,22789.86,36,116.0,156.0,139.0,137.0,5
2024-06-01,P1052,Resistance Bands,Sports & Fitness,157,27765.75,40,129.0,116.0,156.0,133.66666666666666,6
2024-07-01,P1052,Resistance Bands,Sports & Fitness,156,27349.89,44,157.0,129.0,116.0,134.0,7
2024-08-01,P1052,Resistance Bands,Sports & Fitness,199,34916.64,38,156.0,157.0,129.0,147.33333333333334,8
2024-09-01,P1052,Resistance Bands,Sports & Fitness,108,18917.98,36,199.0,156.0,157.0,170.66666666666666,9
2024-10-01,P1052,Resistance Bands,Sports & Fitness,196,34431.88,39,108.0,199.0,156.0,154.33333333333334,10
2024-11-01,P1052,Resistance Bands,Sports & Fitness,106,18584.22,31,196.0,108.0,199.0,167.66666666666666,11
2024-12-01,P1052,Resistance Bands,Sports & Fitness,147,25945.83,39,106.0,196.0,108.0,136.66666666666666,12
2025-01-01,P1052,Resistance Bands,Sports & Fitness,163,28953.94,40,147.0,106.0,196.0,149.66666666666666,1
2025-02-01,P1052,Resistance Bands,Sports & Fitness,137,23730.05,36,163.0,147.0,106.0,138.66666666666666,2
2025-03-01,P1052,Resistance Bands,Sports & Fitness,180,31986.52,41,137.0,163.0,147.0,149.0,3
2025-04-01,P1052,Resistance Bands,Sports & Fitness,154,26919.34,36,180.0,137.0,163.0,160.0,4
2025-05-01,P1052,Resistance Bands,Sports & Fitness,151,26515.31,36,154.0,180.0,137.0,157.0,5
2025-06-01,P1052,Resistance Bands,Sports & Fitness,124,21962.57,37,151.0,154.0,180.0,161.66666666666666,6
2025-07-01,P1052,Resistance Bands,Sports & Fitness,162,28507.34,40,124.0,151.0,154.0,143.0,7
2025-08-01,P1052,Resistance Bands,Sports & Fitness,164,29244.49,38,162.0,124.0,151.0,145.66666666666666,8
2025-09-01,P1052,Resistance Bands,Sports & Fitness,128,22436.58,32,164.0,162.0,124.0,150.0,9
2024-01-01,P1053,Skipping Rope,Sports & Fitness,564,2582792.44,47,684.0,509.0,588.0,593.6666666666666,1
2024-02-01,P1053,Skipping Rope,Sports & Fitness,540,2489441.49,43,564.0,684.0,509.0,585.6666666666666,2
2024-03-01,P1053,Skipping Rope,Sports & Fitness,728,3316286.96,43,540.0,564.0,684.0,596.0,3
2024-04-01,P1053,Skipping Rope,Sports & Fitness,855,3926517.08,50,728.0,540.0,564.0,610.6666666666666,4
2024-05-01,P1053,Skipping Rope,Sports & Fitness,871,3980204.04,48,855.0,728.0,540.0,707.6666666666666,5
2024-06-01,P1053,Skipping Rope,Sports & Fitness,827,3795476.2,44,871.0,855.0,728.0,818.0,6
2024-07-01,P1053,Skipping Rope,Sports & Fitness,841,3833660.0,45,827.0,871.0,855.0,851.0,7
2024-08-01,P1053,Skipping Rope,Sports & Fitness,808,3677263.75,43,841.0,827.0,871.0,846.3333333333334,8
2024-09-01,P1053,Skipping Rope,Sports & Fitness,536,2439638.75,48,808.0,841.0,827.0,825.3333333333334,9
2024-10-01,P1053,Skipping Rope,Sports & Fitness,609,2798189.92,45,536.0,808.0,841.0,728.3333333333334,10
2024-11-01,P1053,Skipping Rope,Sports & Fitness,504,2316651.2,45,609.0,536.0,808.0,651.0,11
2024-12-01,P1053,Skipping Rope,Sports & Fitness,531,2430961.59,46,504.0,609.0,536.0,549.6666666666666,12
2025-01-01,P1053,Skipping Rope,Sports & Fitness,559,2541789.88,44,531.0,504.0,609.0,548.0,1
2025-02-01,P1053,Skipping Rope,Sports & Fitness,519,2389179.12,38,559.0,531.0,504.0,531.3333333333334,2
2025-03-01,P1053,Skipping Rope,Sports & Fitness,711,3238420.72,48,519.0,559.0,531.0,536.3333333333334,3
2025-04-01,P1053,Skipping Rope,Sports & Fitness,745,3435261.83,45,711.0,519.0,559.0,596.3333333333334,4
2025-05-01,P1053,Skipping Rope,Sports & Fitness,882,4039450.11,47,745.0,711.0,519.0,658.3333333333334,5
2025-06-01,P1053,Skipping Rope,Sports & Fitness,940,4339362.1,47,882.0,745.0,711.0,779.3333333333334,6
2025-07-01,P1053,Skipping Rope,Sports & Fitness,839,3789999.61,44,940.0,882.0,745.0,855.6666666666666,7
2025-08-01,P1053,Skipping Rope,Sports & Fitness,942,4350477.21,52,839.0,940.0,882.0,887.0,8
2025-09-01,P1053,Skipping Rope,Sports & Fitness,753,3446896.55,45,942.0,839.0,940.0,907.0,9
2024-01-01,P1054,Cricket Bat,Sports & Fitness,157,340555.43,40,182.0,154.0,163.0,166.33333333333334,1
2024-02-01,P1054,Cricket Bat,Sports & Fitness,149,321970.67,35,157.0,182.0,154.0,164.33333333333334,2
2024-03-01,P1054,Cricket Bat,Sports & Fitness,188,409378.37,45,149.0,157.0,182.0,162.66666666666666,3
2024-04-01,P1054,Cricket Bat,Sports & Fitness,157,337853.42,41,188.0,149.0,157.0,164.66666666666666,4
2024-05-01,P1054,Cricket Bat,Sports & Fitness,174,376955.33,47,157.0,188.0,149.0,164.66666666666666,5
2024-06-01,P1054,Cricket Bat,Sports & Fitness,185,403298.05,42,174.0,157.0,188.0,173.0,6
2024-07-01,P1054,Cricket Bat,Sports & Fitness,162,354472.67,42,185.0,174.0,157.0,172.0,7
2024-08-01,P1054,Cricket Bat,Sports & Fitness,200,437801.88,44,162.0,185.0,174.0,173.66666666666666,8
2024-09-01,P1054,Cricket Bat,Sports & Fitness,157,339864.03,42,200.0,162.0,185.0,182.33333333333334,9
2024-10-01,P1054,Cricket Bat,Sports & Fitness,184,403960.3,39,157.0,200.0,162.0,173.0,10
2024-11-01,P1054,Cricket Bat,Sports & Fitness,172,375538.83,39,184.0,157.0,200.0,180.33333333333334,11
2024-12-01,P1054,Cricket Bat,Sports & Fitness,152,332939.29000000004,37,172.0,184.0,157.0,171.0,12
2025-01-01,P1054,Cricket Bat,Sports & Fitness,175,378009.04,36,152.0,172.0,184.0,169.33333333333334,1
2025-02-01,P1054,Cricket Bat,Sports & Fitness,115,254417.77,36,175.0,152.0,172.0,166.33333333333334,2
2025-03-01,P1054,Cricket Bat,Sports & Fitness,170,373194.21,41,115.0,175.0,152.0,147.33333333333334,3
2025-04-01,P1054,Cricket Bat,Sports & Fitness,178,386794.13,44,170.0,115.0,175.0,153.33333333333334,4
2025-05-01,P1054,Cricket Bat,Sports & Fitness,185,403574.71,45,178.0,170.0,115.0,154.33333333333334,5
2025-06-01,P1054,Cricket Bat,Sports & Fitness,199,434981.64,43,185.0,178.0,170.0,177.66666666666666,6
2025-07-01,P1054,Cricket Bat,Sports & Fitness,175,380464.52,44,199.0,185.0,178.0,187.33333333333334,7
2025-08-01,P1054,Cricket Bat,Sports & Fitness,201,437951.38,44,175.0,199.0,185.0,186.33333333333334,8
2025-09-01,P1054,Cricket Bat,Sports & Fitness,168,366971.09,44,201.0,175.0,199.0,191.66666666666666,9
2024-01-01,P1055,Football,Sports & Fitness,220,1060117.88,41,244.0,239.0,249.0,244.0,1
2024-02-01,P1055,Football,Sports & Fitness,244,1155414.22,38,220.0,244.0,239.0,234.33333333333334,2
2024-03-01,P1055,Football,Sports & Fitness,198,941038.76,40,244.0,220.0,244.0,236.0,3
2024-04-01,P1055,Football,Sports & Fitness,232,1112266.17,40,198.0,244.0,220.0,220.66666666666666,4
2024-05-01,P1055,Football,Sports & Fitness,250,1189812.03,41,232.0,198.0,244.0,224.66666666666666,5
2024-06-01,P1055,Football,Sports & Fitness,256,1211813.2,45,250.0,232.0,198.0,226.66666666666666,6
2024-07-01,P1055,Football,Sports & Fitness,212,1015385.98,42,256.0,250.0,232.0,246.0,7
2024-08-01,P1055,Football,Sports & Fitness,282,1364122.33,44,212.0,256.0,250.0,239.33333333333334,8
2024-09-01,P1055,Football,Sports & Fitness,185,895929.98,35,282.0,212.0,256.0,250.0,9
2024-10-01,P1055,Football,Sports & Fitness,259,1240559.01,44,185.0,282.0,212.0,226.33333333333334,10
2024-11-01,P1055,Football,Sports & Fitness,265,1256821.17,41,259.0,185.0,282.0,242.0,11
2024-12-01,P1055,Football,Sports & Fitness,260,1239428.2,42,265.0,259.0,185.0,236.33333333333334,12
2025-01-01,P1055,Football,Sports & Fitness,236,1140750.99,38,260.0,265.0,259.0,261.3333333333333,1
2025-02-01,P1055,Football,Sports & Fitness,202,957421.27,42,236.0,260.0,265.0,253.66666666666666,2
2025-03-01,P1055,Football,Sports & Fitness,260,1237765.2,42,202.0,236.0,260.0,232.66666666666666,3
2025-04-01,P1055,Football,Sports & Fitness,219,1055118.19,45,260.0,202.0,236.0,232.66666666666666,4
2025-05-01,P1055,Football,Sports & Fitness,316,1509328.3,46,219.0,260.0,202.0,227.0,5
2025-06-01,P1055,Football,Sports & Fitness,277,1313422.27,42,316.0,219.0,260.0,265.0,6
2025-07-01,P1055,Football,Sports & Fitness,233,1119294.91,34,277.0,316.0,219.0,270.6666666666667,7
2025-08-01,P1055,Football,Sports & Fitness,260,1244361.37,42,233.0,277.0,316.0,275.3333333333333,8
2025-09-01,P1055,Football,Sports & Fitness,262,1256667.75,39,260.0,233.0,277.0,256.6666666666667,9
2024-01-01,P1056,Water Bottle,Sports & Fitness,533,2527979.63,47,602.0,466.0,448.0,505.3333333333333,1
2024-02-01,P1056,Water Bottle,Sports & Fitness,503,2386932.71,46,533.0,602.0,466.0,533.6666666666666,2
2024-03-01,P1056,Water Bottle,Sports & Fitness,528,2483455.48,45,503.0,533.0,602.0,546.0,3
2024-04-01,P1056,Water Bottle,Sports & Fitness,532,2524454.42,44,528.0,503.0,533.0,521.3333333333334,4
2024-05-01,P1056,Water Bottle,Sports & Fitness,632,3043353.85,46,532.0,528.0,503.0,521.0,5
2024-06-01,P1056,Water Bottle,Sports & Fitness,622,2948334.23,44,632.0,532.0,528.0,564.0,6
2024-07-01,P1056,Water Bottle,Sports & Fitness,590,2804867.53,46,622.0,632.0,532.0,595.3333333333334,7
2024-08-01,P1056,Water Bottle,Sports & Fitness,697,3310283.94,49,590.0,622.0,632.0,614.6666666666666,8
2024-09-01,P1056,Water Bottle,Sports & Fitness,522,2487365.73,48,697.0,590.0,622.0,636.3333333333334,9
2024-10-01,P1056,Water Bottle,Sports & Fitness,673,3131651.15,45,522.0,697.0,590.0,603.0,10
2024-11-01,P1056,Water Bottle,Sports & Fitness,565,2652153.03,43,673.0,522.0,697.0,630.6666666666666,11
2024-12-01,P1056,Water Bottle,Sports & Fitness,589,2820497.37,47,565.0,673.0,522.0,586.6666666666666,12
2025-01-01,P1056,Water Bottle,Sports & Fitness,662,3173956.72,46,589.0,565.0,673.0,609.0,1
2025-02-01,P1056,Water Bottle,Sports & Fitness,514,2454542.52,42,662.0,589.0,565.0,605.3333333333334,2
2025-03-01,P1056,Water Bottle,Sports & Fitness,662,3149965.83,46,514.0,662.0,589.0,588.3333333333334,3
2025-04-01,P1056,Water Bottle,Sports & Fitness,644,3062532.37,47,662.0,514.0,662.0,612.6666666666666,4
2025-05-01,P1056,Water Bottle,Sports & Fitness,701,3292274.63,46,644.0,662.0,514.0,606.6666666666666,5
2025-06-01,P1056,Water Bottle,Sports & Fitness,722,3412651.29,42,701.0,644.0,662.0,669.0,6
2025-07-01,P1056,Water Bottle,Sports & Fitness,770,3706008.28,45,722.0,701.0,644.0,689.0,7
2025-08-01,P1056,Water Bottle,Sports & Fitness,814,3856150.78,49,770.0,722.0,701.0,731.0,8
2025-09-01,P1056,Water Bottle,Sports & Fitness,777,3717469.2,40,814.0,770.0,722.0,768.6666666666666,9
2024-01-01,P1057,Fitness Tracker Band,Sports & Fitness,141,592825.06,39,111.0,153.0,148.0,137.33333333333334,1
2024-02-01,P1057,Fitness Tracker Band,Sports & Fitness,101,425719.29,30,141.0,111.0,153.0,135.0,2
2024-03-01,P1057,Fitness Tracker Band,Sports & Fitness,133,557013.82,39,101.0,141.0,111.0,117.66666666666667,3
2024-04-01,P1057,Fitness Tracker Band,Sports & Fitness,121,509281.44,37,133.0,101.0,141.0,125.0,4
2024-05-01,P1057,Fitness Tracker Band,Sports & Fitness,132,553386.86,38,121.0,133.0,101.0,118.33333333333333,5
2024-06-01,P1057,Fitness Tracker Band,Sports & Fitness,158,672909.62,45,132.0,121.0,133.0,128.66666666666666,6
2024-07-01,P1057,Fitness Tracker Band,Sports & Fitness,113,475290.28,35,158.0,132.0,121.0,137.0,7
2024-08-01,P1057,Fitness Tracker Band,Sports & Fitness,187,794606.05,44,113.0,158.0,132.0,134.33333333333334,8
2024-09-01,P1057,Fitness Tracker Band,Sports & Fitness,128,540543.93,39,187.0,113.0,158.0,152.66666666666666,9
2024-10-01,P1057,Fitness Tracker Band,Sports & Fitness,159,673895.4,42,128.0,187.0,113.0,142.66666666666666,10
2024-11-01,P1057,Fitness Tracker Band,Sports & Fitness,140,601709.07,39,159.0,128.0,187.0,158.0,11
2024-12-01,P1057,Fitness Tracker Band,Sports & Fitness,174,736088.27,43,140.0,159.0,128.0,142.33333333333334,12
2025-01-01,P1057,Fitness Tracker Band,Sports & Fitness,160,671509.15,40,174.0,140.0,159.0,157.66666666666666,1
2025-02-01,P1057,Fitness Tracker Band,Sports & Fitness,136,581546.35,43,160.0,174.0,140.0,158.0,2
2025-03-01,P1057,Fitness Tracker Band,Sports & Fitness,183,775129.48,42,136.0,160.0,174.0,156.66666666666666,3
2025-04-01,P1057,Fitness Tracker Band,Sports & Fitness,186,787880.94,43,183.0,136.0,160.0,159.66666666666666,4
2025-05-01,P1057,Fitness Tracker Band,Sports & Fitness,166,707227.13,47,186.0,183.0,136.0,168.33333333333334,5
2025-06-01,P1057,Fitness Tracker Band,Sports & Fitness,172,728729.01,39,166.0,186.0,183.0,178.33333333333334,6
2025-07-01,P1057,Fitness Tracker Band,Sports & Fitness,149,626747.23,44,172.0,166.0,186.0,174.66666666666666,7
2025-08-01,P1057,Fitness Tracker Band,Sports & Fitness,174,732742.51,46,149.0,172.0,166.0,162.33333333333334,8
2025-09-01,P1057,Fitness Tracker Band,Sports & Fitness,207,877206.86,44,174.0,149.0,172.0,165.0,9
2024-01-01,P1058,Gym Gloves,Sports & Fitness,80,122330.78,29,99.0,102.0,104.0,101.66666666666667,1
2024-02-01,P1058,Gym Gloves,Sports & Fitness,85,129415.81,33,80.0,99.0,102.0,93.66666666666667,2
2024-03-01,P1058,Gym Gloves,Sports & Fitness,100,151919.34,35,85.0,80.0,99.0,88.0,3
2024-04-01,P1058,Gym Gloves,Sports & Fitness,112,171286.92,33,100.0,85.0,80.0,88.33333333333333,4
2024-05-01,P1058,Gym Gloves,Sports & Fitness,105,160241.91,38,112.0,100.0,85.0,99.0,5
2024-06-01,P1058,Gym Gloves,Sports & Fitness,109,165502.64,35,105.0,112.0,100.0,105.66666666666667,6
2024-07-01,P1058,Gym Gloves,Sports & Fitness,126,190463.11,36,109.0,105.0,112.0,108.66666666666667,7
2024-08-01,P1058,Gym Gloves,Sports & Fitness,122,189135.62,36,126.0,109.0,105.0,113.33333333333333,8
2024-09-01,P1058,Gym Gloves,Sports & Fitness,107,162437.66999999998,37,122.0,126.0,109.0,119.0,9
2024-10-01,P1058,Gym Gloves,Sports & Fitness,111,169812.53,34,107.0,122.0,126.0,118.33333333333333,10
2024-11-01,P1058,Gym Gloves,Sports & Fitness,118,179504.6,36,111.0,107.0,122.0,113.33333333333333,11
2024-12-01,P1058,Gym Gloves,Sports & Fitness,117,177607.78,33,118.0,111.0,107.0,112.0,12
2025-01-01,P1058,Gym Gloves,Sports & Fitness,122,184809.51,39,117.0,118.0,111.0,115.33333333333333,1
2025-02-01,P1058,Gym Gloves,Sports & Fitness,113,172480.27,33,122.0,117.0,118.0,119.0,2
2025-03-01,P1058,Gym Gloves,Sports & Fitness,135,204964.25,40,113.0,122.0,117.0,117.33333333333333,3
2025-04-01,P1058,Gym Gloves,Sports & Fitness,130,198707.95,40,135.0,113.0,122.0,123.33333333333333,4
